Compiling 1 file (.ex)
Generated main app
50-5=45      c: 0, revs: 0
53-53=0      c: 5845, revs: 1
0-20=80      c: 5846, revs: 0
80-80=0      c: 5846, revs: 1
0-817=83     c: 5847, revs: 8
83-10=73     c: 5855, revs: 0
73-818=55    c: 5855, revs: 8
55-55=0      c: 5863, revs: 1
0-552=48     c: 5864, revs: 5
48+87=35     c: 5869, revs: 1
35+875=10    c: 5870, revs: 9
10-10=0      c: 5879, revs: 1
0-935=65     c: 5880, revs: 9
65-18=47     c: 5889, revs: 0
47-47=0      c: 5889, revs: 1
0+50=50      c: 5890, revs: 0
50-50=0      c: 5890, revs: 1
0+9=9        c: 5891, revs: 0
9+91=0       c: 5891, revs: 1
0-53=47      c: 5892, revs: 0
47+553=0     c: 5892, revs: 6
0-29=71      c: 5898, revs: 0
71-71=0      c: 5898, revs: 1
0+21=21      c: 5899, revs: 0
21+90=11     c: 5899, revs: 1
11-11=0      c: 5900, revs: 1
0+10=10      c: 5901, revs: 0
10-90=20     c: 5901, revs: 1
20-9=11      c: 5902, revs: 0
11-322=89    c: 5902, revs: 4
89+11=0      c: 5906, revs: 1
0-51=49      c: 5907, revs: 0
49+38=87     c: 5907, revs: 0
87-115=72    c: 5907, revs: 1
72+70=42     c: 5908, revs: 1
42-13=29     c: 5909, revs: 0
29+72=1      c: 5909, revs: 1
1+99=0       c: 5910, revs: 1
0+4=4        c: 5911, revs: 0
4+21=25      c: 5911, revs: 0
25+58=83     c: 5911, revs: 0
83+33=16     c: 5911, revs: 1
16+384=0     c: 5912, revs: 4
0+16=16      c: 5916, revs: 0
16-53=63     c: 5916, revs: 1
63+72=35     c: 5917, revs: 1
35-59=76     c: 5918, revs: 1
76+42=18     c: 5919, revs: 1
18+372=90    c: 5920, revs: 3
90+51=41     c: 5923, revs: 1
41-62=79     c: 5924, revs: 1
79+21=0      c: 5925, revs: 1
0-15=85      c: 5926, revs: 0
85-743=42    c: 5926, revs: 7
42-206=36    c: 5933, revs: 2
36+64=0      c: 5935, revs: 1
0-22=78      c: 5936, revs: 0
78-90=88     c: 5936, revs: 1
88-14=74     c: 5937, revs: 0
74+98=72     c: 5937, revs: 1
72-72=0      c: 5938, revs: 1
0-55=45      c: 5939, revs: 0
45+65=10     c: 5939, revs: 1
10-10=0      c: 5940, revs: 1
0+31=31      c: 5941, revs: 0
31-71=60     c: 5941, revs: 1
60-26=34     c: 5942, revs: 0
34+4=38      c: 5942, revs: 0
38-66=72     c: 5942, revs: 1
72-72=0      c: 5943, revs: 1
0+46=46      c: 5944, revs: 0
46+523=69    c: 5944, revs: 5
69+751=20    c: 5949, revs: 8
20-28=92     c: 5957, revs: 1
92+560=52    c: 5958, revs: 6
52-52=0      c: 5964, revs: 1
0+9=9        c: 5965, revs: 0
9+81=90      c: 5965, revs: 0
90-158=32    c: 5965, revs: 1
32+15=47     c: 5966, revs: 0
47+853=0     c: 5966, revs: 9
0-820=80     c: 5975, revs: 8
80-13=67     c: 5983, revs: 0
67+24=91     c: 5983, revs: 0
91+79=70     c: 5983, revs: 1
70+15=85     c: 5984, revs: 0
85+41=26     c: 5984, revs: 1
26-292=34    c: 5985, revs: 3
34-34=0      c: 5988, revs: 1
0-827=73     c: 5989, revs: 8
73-99=74     c: 5997, revs: 1
74-937=37    c: 5998, revs: 9
37-37=0      c: 6007, revs: 1
0+94=94      c: 6008, revs: 0
94-94=0      c: 6008, revs: 1
0+73=73      c: 6009, revs: 0
73-41=32     c: 6009, revs: 0
32-607=25    c: 6009, revs: 6
25-25=0      c: 6015, revs: 1
0+6=6        c: 6016, revs: 0
6-6=0        c: 6016, revs: 1
0-26=74      c: 6017, revs: 0
74+70=44     c: 6017, revs: 1
44+68=12     c: 6018, revs: 1
12+88=0      c: 6019, revs: 1
0-56=44      c: 6020, revs: 0
44-73=71     c: 6020, revs: 1
71+29=0      c: 6021, revs: 1
0+44=44      c: 6022, revs: 0
44+27=71     c: 6022, revs: 0
71+29=0      c: 6022, revs: 1
0+10=10      c: 6023, revs: 0
10-10=0      c: 6023, revs: 1
0+94=94      c: 6024, revs: 0
94-28=66     c: 6024, revs: 0
66+46=12     c: 6024, revs: 1
12-39=73     c: 6025, revs: 1
73-402=71    c: 6026, revs: 4
71+59=30     c: 6030, revs: 1
30-425=5     c: 6031, revs: 4
5+195=0      c: 6035, revs: 2
0+51=51      c: 6037, revs: 0
51-51=0      c: 6037, revs: 1
0+58=58      c: 6038, revs: 0
58-8=50      c: 6038, revs: 0
50+50=0      c: 6038, revs: 1
0-5=95       c: 6039, revs: 0
95-404=91    c: 6039, revs: 4
91-91=0      c: 6043, revs: 1
0-14=86      c: 6044, revs: 0
86+14=0      c: 6044, revs: 1
0+56=56      c: 6045, revs: 0
56-56=0      c: 6045, revs: 1
0-33=67      c: 6046, revs: 0
67-67=0      c: 6046, revs: 1
0-98=2       c: 6047, revs: 0
2-45=57      c: 6047, revs: 1
57+85=42     c: 6048, revs: 1
42-42=0      c: 6049, revs: 1
0+41=41      c: 6050, revs: 0
41+26=67     c: 6050, revs: 0
67+79=46     c: 6050, revs: 1
46+54=0      c: 6051, revs: 1
0-225=75     c: 6052, revs: 2
75+70=45     c: 6054, revs: 1
45-17=28     c: 6055, revs: 0
28-22=6      c: 6055, revs: 0
6+94=0       c: 6055, revs: 1
0+10=10      c: 6056, revs: 0
10+510=20    c: 6056, revs: 5
20+80=0      c: 6061, revs: 1
0-22=78      c: 6062, revs: 0
78+60=38     c: 6062, revs: 1
38-47=91     c: 6063, revs: 1
91+36=27     c: 6064, revs: 1
27-127=0     c: 6065, revs: 2
0-163=37     c: 6067, revs: 1
37+15=52     c: 6068, revs: 0
52-52=0      c: 6068, revs: 1
0-96=4       c: 6069, revs: 0
4+70=74      c: 6069, revs: 0
74+53=27     c: 6069, revs: 1
27+73=0      c: 6070, revs: 1
0+91=91      c: 6071, revs: 0
91+9=0       c: 6071, revs: 1
0-33=67      c: 6072, revs: 0
67+33=0      c: 6072, revs: 1
0+14=14      c: 6073, revs: 0
14+39=53     c: 6073, revs: 0
53-53=0      c: 6073, revs: 1
0+9=9        c: 6074, revs: 0
9-76=33      c: 6074, revs: 1
33+44=77     c: 6075, revs: 0
77+1=78      c: 6075, revs: 0
78+60=38     c: 6075, revs: 1
38+11=49     c: 6076, revs: 0
49+51=0      c: 6076, revs: 1
0+39=39      c: 6077, revs: 0
39+68=7      c: 6077, revs: 1
7+7=14       c: 6078, revs: 0
14+29=43     c: 6078, revs: 0
43-43=0      c: 6078, revs: 1
0+88=88      c: 6079, revs: 0
88-22=66     c: 6079, revs: 0
66-31=35     c: 6079, revs: 0
35-5=30      c: 6079, revs: 0
30-30=0      c: 6079, revs: 1
0-99=1       c: 6080, revs: 0
1-84=17      c: 6080, revs: 1
17+79=96     c: 6081, revs: 0
96-72=24     c: 6081, revs: 0
24-44=80     c: 6081, revs: 1
80+30=10     c: 6082, revs: 1
10-28=82     c: 6083, revs: 1
82+59=41     c: 6084, revs: 1
41+41=82     c: 6085, revs: 0
82-82=0      c: 6085, revs: 1
0-34=66      c: 6086, revs: 0
66+34=0      c: 6086, revs: 1
0-24=76      c: 6087, revs: 0
76-79=97     c: 6087, revs: 1
97+54=51     c: 6088, revs: 1
51+49=0      c: 6089, revs: 1
0+95=95      c: 6090, revs: 0
95+15=10     c: 6090, revs: 1
10+90=0      c: 6091, revs: 1
0-61=39      c: 6092, revs: 0
39-39=0      c: 6092, revs: 1
0-14=86      c: 6093, revs: 0
86+14=0      c: 6093, revs: 1
0+8=8        c: 6094, revs: 0
8+4=12       c: 6094, revs: 0
12+34=46     c: 6094, revs: 0
46+16=62     c: 6094, revs: 0
62-14=48     c: 6094, revs: 0
48+28=76     c: 6094, revs: 0
76+46=22     c: 6094, revs: 1
22-27=95     c: 6095, revs: 1
95+22=17     c: 6096, revs: 1
17+30=47     c: 6097, revs: 0
47-23=24     c: 6097, revs: 0
24+24=48     c: 6097, revs: 0
48-4=44      c: 6097, revs: 0
44+35=79     c: 6097, revs: 0
79+48=27     c: 6097, revs: 1
27-39=88     c: 6098, revs: 1
88-15=73     c: 6099, revs: 0
73+46=19     c: 6099, revs: 1
19+34=53     c: 6100, revs: 0
53-11=42     c: 6100, revs: 0
42+17=59     c: 6100, revs: 0
59+10=69     c: 6100, revs: 0
69+24=93     c: 6100, revs: 0
93+31=24     c: 6100, revs: 1
24+18=42     c: 6101, revs: 0
42-9=33      c: 6101, revs: 0
33-5=28      c: 6101, revs: 0
28+38=66     c: 6101, revs: 0
66-3=63      c: 6101, revs: 0
63-27=36     c: 6101, revs: 0
36-7=29      c: 6101, revs: 0
29-30=99     c: 6101, revs: 1
99-10=89     c: 6102, revs: 0
89-2=87      c: 6102, revs: 0
87+11=98     c: 6102, revs: 0
98+15=13     c: 6102, revs: 1
13-44=69     c: 6103, revs: 1
69+6=75      c: 6104, revs: 0
75+5=80      c: 6104, revs: 0
80-46=34     c: 6104, revs: 0
34+15=49     c: 6104, revs: 0
49-44=5      c: 6104, revs: 0
5+33=38      c: 6104, revs: 0
38+11=49     c: 6104, revs: 0
49-9=40      c: 6104, revs: 0
40-23=17     c: 6104, revs: 0
17+30=47     c: 6104, revs: 0
47+29=76     c: 6104, revs: 0
76+47=23     c: 6104, revs: 1
23-34=89     c: 6105, revs: 1
%{count: 6106, acc: 89}
